s_0,s_1,s_2,filters_0,filters_1,filters_2,filters_3,filters_4,filters_5,k_0,k_1,k_2,k_3,k_4,k_5,activation,activ_dense,dropout_0,dropout_1,dropout_2,dropout_3,dropout_4,dropout_5,dropout_6,lr,l2,dense_size_0,dense_size_1,max_pooling,stack_0,stack_1,stack_2,perf,time
2,2,4,268,360,274,396,366,286,4,5,4,3,5,3,relu,softmax,0.19957188546924903,0.2873274781553178,0.3476826017522782,0.3810321848569006,0.34093724985371165,0.22800219418474144,0.2904742705936193,0.00716986704220221,0.0028910019485835414,1100,1386,True,2,2,2,0.7468000054359436,3376.351464509964
2,2,2,391,395,299,388,372,297,6,4,6,6,5,6,relu,softmax,0.2627230386034926,0.21133349913297644,0.3092497108111284,0.24273813752042075,0.3508338414783063,0.30342175369657504,0.3053633299093972,0.004230165680708593,0.002749620015017754,1244,1287,True,2,2,2,0.7608000040054321,7066.155410289764
3,3,2,332,374,394,317,318,381,6,5,6,5,4,3,relu,softmax,0.3617561550538546,0.25741226235467973,0.10667510557789929,0.3150140828805781,0.13306987261636982,0.33681389003857737,0.15043076494155402,0.005848762539865139,0.0023933544516813784,1079,1343,True,2,2,2,0.6959999799728394,4179.453989267349
2,4,3,339,331,295,301,297,257,4,3,5,5,4,5,relu,softmax,0.33960343177228963,0.11393464518572848,0.14756246067748313,0.21938811293353447,0.1689775490636682,0.20137042773251895,0.3994524213677395,0.0058415825281306274,0.0022281010278415257,880,506,True,2,2,2,0.6876000165939331,3452.031461954117
3,4,4,372,287,381,291,386,349,4,6,6,3,5,6,relu,softmax,0.20363391574165407,0.32838142888760813,0.3862694072429266,0.21143018519401974,0.34882006605968074,0.15723767964275162,0.3421539310607474,0.007692785203167783,0.0006265271018929337,989,931,True,2,2,2,0.8052999973297119,4421.942529201508
3,4,2,306,387,278,327,380,314,3,5,6,6,4,4,relu,softmax,0.36371860136567513,0.22135492093453954,0.18745415750330602,0.17032172332247772,0.2597544609269561,0.1342745359774169,0.26478250243847457,0.006058253984008157,0.0027049060695796714,914,762,True,2,2,2,0.5289000272750854,1534.8106951713562
3,3,3,277,276,365,395,255,295,6,3,3,3,6,5,relu,softmax,0.17999685763975137,0.3148280447469885,0.2182774706487236,0.30312459158533245,0.24279450710476613,0.39813193083037957,0.318670640737225,0.008246343752190907,0.0006324160140242752,1350,783,True,2,2,2,0.7505999803543091,2823.3383955955505
2,3,4,310,283,365,363,339,304,6,6,3,6,3,6,relu,softmax,0.24976345105998005,0.20108943635404897,0.18874400882540793,0.12010842371125682,0.36871575242440047,0.3075455758375153,0.13648544704589483,0.007603381795462591,0.0027223806392266004,1240,790,True,2,2,2,0.7312999963760376,3221.2702629566193
2,2,2,292,289,365,383,266,385,5,3,6,3,5,6,relu,softmax,0.38574739013029735,0.35049086484435577,0.3708703033490114,0.34432575916440256,0.23774773911277344,0.17553653600406532,0.21109605263515668,0.007349454339292034,0.00143404443077577,627,1402,True,2,2,2,0.5637999773025513,2888.3421947956085
4,2,3,386,325,334,312,398,365,3,5,4,5,4,5,relu,softmax,0.30386555868555554,0.17085159474486322,0.21309814876313649,0.25201352917983955,0.2584420171821261,0.3666183185655144,0.2141698398841649,0.007776182655999759,0.0027541728640807337,627,1210,True,2,2,2,0.6345000267028809,1837.178662776947
3,3,4,335,273,287,278,348,259,5,6,4,3,4,3,relu,softmax,0.10607086979198514,0.2571979502394002,0.25151734008112264,0.25757513944914645,0.39220936749161917,0.3734362010364518,0.1485138334990324,0.007664663110087612,0.0023036640008958723,1281,1241,True,2,2,2,0.7919999957084656,1831.578750371933
3,4,4,310,360,398,285,327,269,4,6,6,5,6,3,relu,softmax,0.14582512950028498,0.12487814575291782,0.2925326213323034,0.24158120972658834,0.37236718012384984,0.20895675882725478,0.18614567903128862,0.006982280531536416,0.00231689014349559,969,1027,True,2,2,2,0.8105999827384949,3759.7136511802673
4,2,2,265,269,250,343,260,371,3,6,5,6,3,3,relu,softmax,0.3983515312661676,0.10360274892527925,0.2622759439861896,0.272099979264703,0.37426263690424366,0.25180160043008126,0.2631104258934753,0.006873516019597439,0.0012373153346132816,843,695,True,2,2,2,0.46230000257492065,949.9225594997406
3,4,2,353,326,321,289,335,265,4,6,4,4,3,4,relu,softmax,0.34762433127214326,0.36517054448803266,0.38111639006973264,0.2022807640942587,0.18912308733894184,0.1702187477716225,0.34903507339243683,0.008424567286059968,0.0011474901832490818,562,1096,True,2,2,2,0.5669000148773193,3481.0402204990387
2,4,4,324,375,306,329,363,382,3,3,4,4,4,4,relu,softmax,0.15173555196293964,0.2803925091444113,0.31365639459384775,0.1951221308089175,0.26185197219528866,0.3072761710213585,0.22640194498331453,0.008284919028556877,0.0026386688227902637,813,1134,True,2,2,2,0.737500011920929,2258.7253172397614
2,2,3,373,289,265,307,387,310,6,4,3,6,6,6,relu,softmax,0.217881191508342,0.36391239472121606,0.3939409489312463,0.2481308474117985,0.21719219644130175,0.24158137856693762,0.35582102371957947,0.006657337479787064,0.0008241260012278216,1169,958,True,2,2,2,0.8194000124931335,5204.229127645493
2,3,3,258,316,259,378,298,384,4,6,5,4,6,6,relu,softmax,0.24336319169591733,0.22896482743745442,0.10330842528067011,0.3779671345425515,0.28099236351668294,0.16094618115699044,0.375881025826431,0.004775468031355012,0.0028163638535890685,582,810,True,2,2,2,0.758400022983551,2819.318772792816
4,3,4,351,276,253,396,334,303,6,4,4,3,6,3,relu,softmax,0.2972482177768754,0.15782305216371054,0.1907511881054235,0.1395312665791108,0.214890103319294,0.16109459233698323,0.2931993860891421,0.005469582984452829,0.0018837123839608198,1302,1462,True,2,2,2,0.6908000111579895,4669.598473548889
4,4,4,297,371,327,320,278,388,4,4,6,4,6,3,relu,softmax,0.3562046591366378,0.3314649805863452,0.1193996631551712,0.28633758972724876,0.17059766528792492,0.26725547940018257,0.3870665327898899,0.0067307729560359825,0.0006254221087467217,584,946,True,2,2,2,0.5375000238418579,3012.0458283424377
3,4,3,347,253,359,330,251,388,3,3,3,5,4,5,relu,softmax,0.3417784460246076,0.1396634568460899,0.3141743752250903,0.23063083867061068,0.18839467091875017,0.1150056462706559,0.2461748681036353,0.0058563346205753545,0.0020738976399878664,997,1306,True,2,2,2,0.5080000162124634,1301.3958694934845
4,4,3,305,297,314,390,390,399,3,3,3,6,6,3,relu,softmax,0.3682322795193843,0.3893740557404959,0.24361050456710506,0.13120308931844224,0.335588400016802,0.30914240514771973,0.20640124798309317,0.004383014541791051,0.0014720912926185,1457,1261,True,2,2,2,0.35600000619888306,1222.0813088417053
2,2,2,266,273,392,375,330,362,3,6,5,6,3,4,relu,softmax,0.21066475646676677,0.2271868538389786,0.20815987535549435,0.3395487890811739,0.2572113009602761,0.2716299450914875,0.3559040676963777,0.005170843430983212,0.0013173960506754415,769,1148,True,2,2,2,0.8080000281333923,1630.6200878620148
4,3,3,368,287,275,396,365,310,5,4,6,3,6,5,relu,softmax,0.3725572091501538,0.23241026809593693,0.3239118024377062,0.37907629599551684,0.37227271118898,0.11708586018870436,0.16171128849297095,0.005616233919720035,0.0015732372946525332,1027,631,True,2,2,2,0.6686999797821045,2034.5079097747803
4,2,2,394,292,284,272,348,380,5,5,5,4,4,4,relu,softmax,0.26008072045762837,0.14028908931855602,0.37978898972180797,0.3683563730649805,0.15699895276068537,0.203033284988203,0.2840478315555939,0.004588819961383092,0.002429545530256602,1408,1447,True,2,2,2,0.7193999886512756,2017.5615258216858
3,3,3,349,277,261,339,386,369,3,4,4,6,4,6,relu,softmax,0.25504017840718723,0.16403436439781272,0.26092886376950736,0.3506087062536678,0.28473776563041564,0.2901365258635007,0.26230908671884345,0.0059670678817521205,0.0017659156339044728,544,938,True,2,2,2,0.7358999848365784,1484.0115056037903
4,2,3,338,322,398,378,384,320,3,4,3,5,5,6,relu,softmax,0.15568121918662997,0.3376667041731786,0.22482107066598406,0.1280295600527498,0.24530287068163747,0.12725145431842427,0.13868119162594517,0.005139051453380657,0.0017597429957314566,1365,552,True,2,2,2,0.7454000115394592,1425.1809241771698
2,2,3,313,383,348,301,321,376,4,3,3,6,4,4,relu,softmax,0.37447957053108893,0.39675524930982886,0.36221696894169364,0.3993353163460195,0.1734058564369818,0.3526748755597703,0.34690849263872936,0.005339982243976818,0.0006578254008111327,1428,1412,True,2,2,2,0.5640000104904175,3359.2371287345886
2,2,3,368,280,257,303,340,258,3,3,4,5,3,5,relu,softmax,0.12870586219177188,0.20637034633484527,0.17533368604570185,0.37465501861500905,0.3557531908867616,0.27394982238005916,0.2561039010614723,0.005651435062460551,0.0010435420856381417,660,864,True,2,2,2,0.8346999883651733,2166.6338818073273
3,2,2,353,282,379,397,279,291,6,4,3,6,5,3,relu,softmax,0.38760932240961954,0.10643195998693399,0.32159579517644266,0.3876359931821225,0.35868151880588184,0.150367807541504,0.19804609187551964,0.006470502078792197,0.0015941309118110557,1344,1070,True,2,2,2,0.6312999725341797,4798.7294018268585
3,3,4,315,389,320,268,318,274,6,5,4,3,3,3,relu,softmax,0.2414958403985166,0.18067129136844445,0.11680873997467411,0.22259730466295086,0.11577744137220357,0.2651477408397753,0.19218809297268796,0.0060777999721857105,0.0008341756221617554,668,876,True,2,2,2,0.7512999773025513,3160.010737657547
4,4,3,301,259,334,314,291,343,6,6,5,6,5,4,relu,softmax,0.23976139260891055,0.17161440518051907,0.30695238503078937,0.26966929767038633,0.12324573923514745,0.14878848889471513,0.21641478101752432,0.0053996481082822165,0.0008615708453086185,927,884,True,2,2,2,0.7505000233650208,3015.7789821624756
4,2,4,314,283,274,275,315,387,6,3,5,3,3,6,relu,softmax,0.102987922361291,0.38113374817644163,0.28828596219481184,0.1965539905603961,0.17394337287302086,0.10270169927934258,0.17064142510326316,0.0065288272116740265,0.0023343400293158907,708,926,True,2,2,2,0.761900007724762,2961.9966254234314
4,4,4,392,288,313,292,327,303,3,3,3,4,4,6,relu,softmax,0.21645430031370375,0.22636892010564882,0.35027152889219204,0.24286984405514875,0.39633199964113675,0.23188516900265949,0.2948742833853517,0.0040454709015120965,0.0008526165839593179,1329,1220,True,2,2,2,0.5909000039100647,1411.054118156433
2,4,3,373,260,350,327,379,250,5,4,3,5,5,5,relu,softmax,0.37817968978942285,0.37957080532618104,0.2538169603220657,0.19172784614305133,0.2378761017638332,0.1559673736586847,0.29090329459542685,0.00766968227366642,0.0017255071355140707,1314,758,True,2,2,2,0.5878999829292297,2112.7644069194794
4,2,2,347,316,295,324,326,261,6,6,3,6,4,5,relu,softmax,0.20663100421735944,0.17545391190292026,0.3084015188790873,0.3308456161946761,0.17343685570882744,0.11483423100380419,0.3546258101695705,0.004736506728559465,0.002150298610657826,912,726,True,2,2,2,0.7365000247955322,3506.070513010025
4,3,2,382,320,334,299,299,264,4,4,6,4,3,6,relu,softmax,0.24307162765968257,0.22946628698593222,0.29226749945116215,0.38341271524762377,0.13372141338338467,0.23555759954027217,0.15772331136614182,0.008690915760222545,0.002535568320182677,662,1087,True,2,2,2,0.7206000089645386,3804.582917690277
3,3,3,351,358,292,273,280,323,3,3,5,5,5,6,relu,softmax,0.3417716941056706,0.2282293213480643,0.13401949820347264,0.2301181187938049,0.2371899393990694,0.2652832581521809,0.1316748138713284,0.004598891899417805,0.0019669169095700685,1026,1434,True,2,2,2,0.656000018119812,1528.6877188682556
4,3,2,345,267,383,327,318,380,4,6,5,6,6,3,relu,softmax,0.3662222421906891,0.3927495669348122,0.26735615473905866,0.26971837340328775,0.18925405153413338,0.27535181079499427,0.23189269615745398,0.008806173519460943,0.0026273270685831024,750,846,True,2,2,2,0.527899980545044,3553.3587534427643
2,3,2,256,376,374,370,252,397,5,5,3,4,4,3,relu,softmax,0.20170856492317293,0.2714234179132703,0.23421394679142024,0.29773897378694825,0.11517266982370311,0.24799006487168776,0.1887977875431901,0.005258397019301551,0.002985434479204336,964,1029,True,2,2,2,0.633400022983551,1451.6679763793945
3,2,3,369,276,260,334,382,342,6,4,4,6,5,3,relu,softmax,0.16928210776622016,0.12953126470029724,0.3938261541032799,0.18880736545618312,0.3612675371403419,0.10123814640238117,0.10630744216588067,0.005965885157938002,0.0020693926931539914,631,1167,True,2,2,2,0.7789999842643738,5055.747270107269
3,2,2,391,345,384,270,291,371,3,6,4,3,6,6,relu,softmax,0.17188294960846162,0.35785831157424697,0.3773837596998916,0.3478773187996208,0.2002231652253542,0.1817339323326495,0.2647467072370718,0.008026788350808878,0.0008893673296336106,703,1084,True,2,2,2,0.8406000137329102,2163.631041765213
4,2,4,281,338,336,285,258,263,3,6,5,5,3,5,relu,softmax,0.11510889969801874,0.29600197732564326,0.3554279183245018,0.3827373515599889,0.3991961834919312,0.18465359369476997,0.2726110194477151,0.006169040182591633,0.002124157908673819,794,1095,True,2,2,2,0.8116999864578247,1058.5101289749146
3,3,4,367,364,264,292,279,283,6,5,3,6,3,4,relu,softmax,0.10040009184723761,0.19715488922375346,0.1659802941491744,0.3913656369882347,0.3181726958709937,0.20489601413867134,0.12785352595918617,0.004539118369259735,0.0026301745945713924,828,1131,True,2,2,2,0.7405999898910522,4448.3773374557495
4,4,3,254,358,371,375,271,288,5,3,6,4,6,3,relu,softmax,0.2538647807528721,0.3139094369125312,0.18205085974891214,0.13647620486005807,0.2668172005574385,0.1980932869728218,0.23274739410041126,0.0070560432640777125,0.0009160801916561427,690,616,True,2,2,2,0.7117000222206116,1535.1195237636566
3,4,3,393,310,372,389,364,292,5,5,6,4,6,6,relu,softmax,0.10553977146797079,0.11859251079685582,0.3664241146776416,0.3606612386618159,0.20718127659881358,0.3673151850791605,0.2781025223193706,0.007060019486657227,0.0011876919628448076,1202,1143,True,2,2,2,0.8080000281333923,2945.2862792015076
4,2,4,334,272,370,364,341,367,6,5,3,5,3,3,relu,softmax,0.11117616418425884,0.10790419965817528,0.3217374001409639,0.19540291144428945,0.3388900557902991,0.22951984715285478,0.23589943024898918,0.008985814071397284,0.0015814112481710785,805,831,True,2,2,2,0.7985000014305115,3311.033582687378
2,2,2,323,365,270,376,301,260,4,5,5,5,5,3,relu,softmax,0.14131849045514233,0.2836498662169437,0.14996367657814041,0.2585889512609858,0.2770349267033413,0.18941250950407437,0.11051948470561562,0.006278637003401231,0.002742826165777341,1189,526,True,2,2,2,0.8335000276565552,3530.9271914958954
2,3,4,305,396,352,294,317,310,5,4,5,4,3,6,relu,softmax,0.19785551838337279,0.38827522946741844,0.15480844381341485,0.1933735757735791,0.2529677727192615,0.3589080844448871,0.22500102496191116,0.005776177586652513,0.000777923331884603,699,800,True,2,2,2,0.8238000273704529,1794.6724309921265
4,3,3,290,349,251,310,307,322,3,3,5,6,6,4,relu,softmax,0.1588646953510886,0.26443601949454554,0.23590442511405657,0.36332750265782,0.13000950132014613,0.1773220183934556,0.32553968335561256,0.005129763554266269,0.002075597030957261,1461,1200,True,2,2,2,0.7574999928474426,1245.1320805549622
3,2,4,302,297,375,265,354,273,4,5,5,3,5,6,relu,softmax,0.3165559481599337,0.3980118364480525,0.13947121356367786,0.11478759970714134,0.30830676669858137,0.3496677350511717,0.353904633959927,0.007191161231801011,0.0008201962724621982,1298,682,True,2,2,2,0.6877999901771545,3245.0553464889526
4,3,4,271,390,345,357,364,354,5,4,6,3,3,4,relu,softmax,0.14225002829590372,0.30512944743334136,0.1936695518862206,0.3728615709740166,0.30130374245346103,0.2937055975522722,0.26782063476947227,0.006695445026033969,0.0015298065697354067,728,752,True,2,2,2,0.7664999961853027,1469.293859243393
2,4,3,283,296,333,275,311,379,4,3,4,4,5,5,relu,softmax,0.25002770073466996,0.13099014334398398,0.1592943343358846,0.24388958685985807,0.3662766972156576,0.2699172161893293,0.3044605000625413,0.008606432058400535,0.0014045184200887255,832,822,True,2,2,2,0.782800018787384,3631.9842476844788
3,4,3,251,318,382,277,360,302,4,3,3,6,3,5,relu,softmax,0.29408401250119165,0.2482377223423812,0.28608364513025286,0.2632600006340884,0.32193891158082977,0.311780985313486,0.26025696754258576,0.007932224115972115,0.0012973142885797234,856,588,True,2,2,2,0.7148000001907349,2016.0543041229248
2,2,2,262,344,281,302,336,271,5,5,3,4,6,5,relu,softmax,0.2549963202185809,0.2829086365434953,0.3171239156223357,0.10750753046915999,0.27119325476351347,0.3652583413685109,0.10521662287763017,0.007203666796537227,0.0005440063092533624,1374,991,True,2,2,2,0.7889999747276306,1719.8678903579712
3,2,4,315,340,276,283,260,343,6,4,5,4,3,4,relu,softmax,0.3974205589148835,0.17324104624207193,0.15956572106112787,0.258040875656781,0.2611624538184666,0.2319462213499733,0.3315676438975764,0.004816612048571543,0.0021491648292268706,786,904,True,2,2,2,0.6826000213623047,3140.5285139083862
4,2,4,277,311,356,371,370,285,4,5,3,6,3,5,relu,softmax,0.23521539565964425,0.26914524417255137,0.14723588715695402,0.35684487177878244,0.37287068300337634,0.2348984989338768,0.18412895847207306,0.005794852148435043,0.0009783619067546816,678,1234,True,2,2,2,0.7638000249862671,2297.322614431381
2,2,2,324,393,364,346,253,351,6,3,6,4,6,5,relu,softmax,0.19065730807841558,0.1201555589571704,0.17581235791273747,0.15935639490329934,0.2626125953661847,0.28050100652907817,0.28257151729180496,0.005228525462423379,0.002091572796112622,1148,1454,True,2,2,2,0.7813000082969666,4720.4404265880585
4,3,2,327,319,313,372,276,260,6,5,5,6,4,3,relu,softmax,0.30353906472314823,0.3862047412357562,0.2533014290633761,0.37414443950086385,0.390343641097457,0.3541472371009323,0.1929275689775862,0.006827360657751251,0.0005304208634550829,835,868,True,2,2,2,0.6963000297546387,3352.8142035007477
3,4,3,306,306,356,327,389,378,3,6,4,6,5,5,relu,softmax,0.2283521711881159,0.19918988645786262,0.12709556808972192,0.2687962359013928,0.24371221770238413,0.1313663374453073,0.28374685212912504,0.007075424832438417,0.0005328053139040837,567,1234,True,2,2,2,0.7839999794960022,1620.005900144577
2,3,3,373,340,285,314,343,283,6,6,6,3,3,5,relu,softmax,0.37921773836361916,0.37972833489364466,0.39079903760549817,0.1376136652324563,0.1481673432289511,0.30302100960396605,0.26243034298295354,0.0076243525285703325,0.0010591880301373472,1026,1335,True,2,2,2,0.5846999883651733,5842.441860437393
3,4,3,266,358,326,259,350,331,6,5,3,5,4,6,relu,softmax,0.11373290182861769,0.3795767307056761,0.28838124798983805,0.3982185950149332,0.26120692143186613,0.313033267571864,0.11686286735986666,0.007983864302849227,0.0009257389606300843,1382,909,True,2,2,2,0.8032000064849854,2487.418294906616
4,3,3,397,375,387,251,293,317,3,5,6,6,5,4,relu,softmax,0.2505108952529047,0.3703567365863806,0.1782505488411929,0.3603485506494798,0.2932724202477946,0.1061022493202803,0.31738940106981817,0.008800942150049625,0.0028358250205423614,1179,591,True,2,2,2,0.7210999727249146,2022.414145231247
2,2,2,314,367,273,312,274,398,4,6,3,6,6,5,relu,softmax,0.32315958426645136,0.3569122294644408,0.19300490674655468,0.217825055061613,0.2069668671065069,0.34985674258537636,0.11330405858608035,0.004769804970522131,0.0019755380890715173,700,1364,True,2,2,2,0.5945000052452087,3274.3521230220795
3,4,3,317,308,325,303,295,261,4,5,4,6,6,4,relu,softmax,0.12849599349319366,0.19622932420651007,0.21614661821619496,0.286778138968807,0.1474397937158094,0.3581813471049129,0.2342626706398823,0.008590382811343205,0.0013975565417252151,996,512,True,2,2,2,0.8367000222206116,3272.819233894348
4,2,4,296,392,398,317,390,337,4,5,6,5,4,4,relu,softmax,0.19252632664860403,0.30382256727853896,0.26963304986960285,0.2308868077881083,0.2619844681664153,0.15927537574849548,0.22921498648240313,0.0074536144711448435,0.0022042039752810426,828,984,True,2,2,2,0.7879999876022339,3082.6338284015656
2,3,4,271,344,319,380,356,305,4,4,5,6,4,6,relu,softmax,0.3036709062579121,0.36206788068178386,0.2296813863364506,0.22382892182463812,0.32927368625571407,0.2747661511125983,0.12130203406677657,0.005670073353788271,0.0015804181379349648,956,1118,True,2,2,2,0.7347000241279602,2893.2245383262634
4,3,2,339,383,336,255,395,259,3,6,5,6,4,3,relu,softmax,0.1226787625484804,0.3809339268435272,0.1868347582913108,0.30678522452528945,0.20143327622083967,0.39032629701193655,0.13045115749106065,0.006006149998058459,0.0010297163486248937,1191,854,True,2,2,2,0.8179000020027161,1394.2786729335785
2,4,4,308,330,395,344,398,316,5,6,5,4,5,3,relu,softmax,0.2895208530470233,0.3293948834771072,0.33355428845576723,0.3310334956690857,0.16788478818810032,0.3926195432815678,0.39855463618748166,0.008212154010752235,0.0005550402891677965,893,1042,True,2,2,2,0.7222999930381775,2164.1844947338104
4,2,3,355,326,398,306,346,298,5,4,3,4,4,3,relu,softmax,0.24932404508691283,0.22841433758262242,0.19780703568339547,0.29366019726404463,0.13931672302650025,0.3149987254401091,0.3941776371414363,0.006149228718531751,0.0018409300593103144,895,1212,True,2,2,2,0.722000002861023,1646.3560450077057
4,2,4,275,339,306,378,330,360,3,5,5,4,6,5,relu,softmax,0.34136761434058904,0.35800502587286365,0.20789102295370077,0.19746598194436563,0.25511450640704003,0.1137179844286818,0.3836074403369598,0.004740888651647368,0.001703902419443365,571,1464,True,2,2,2,0.5429999828338623,1398.7167513370514
2,2,2,251,314,291,329,274,390,4,5,4,6,3,6,relu,softmax,0.21751832908935348,0.276781528371126,0.1827057690708101,0.15256728770983458,0.33241648678280256,0.38403735168448627,0.1301321253585898,0.007974754664123385,0.0013070944443282747,1327,1459,True,2,2,2,0.8119999766349792,2844.2223892211914
2,2,3,257,251,370,275,315,284,6,5,5,4,5,6,relu,softmax,0.375106513564167,0.2403609740901795,0.18251207768222003,0.14254864860630248,0.10112352841338546,0.2596472454954507,0.13214700907807703,0.004955915195486581,0.0007629707121974293,941,1058,True,2,2,2,0.6207000017166138,3014.5384306907654
4,3,2,360,392,327,385,370,319,4,3,3,3,6,3,relu,softmax,0.22155463114028834,0.37786823506174905,0.20594632068476137,0.23761864726007229,0.39446241791329384,0.15979715768517216,0.11957655673750178,0.008067077071604343,0.0011046740902844758,911,565,True,2,2,2,0.7372999787330627,3552.3268160820007
2,4,2,283,393,370,267,379,379,5,5,6,5,4,3,relu,softmax,0.3578267772583913,0.36053960236371063,0.24162335040400398,0.25426215234318594,0.3507419108853509,0.3215678494347386,0.1795447006651032,0.0057473724797908465,0.0015774271062632072,1021,1411,True,2,2,2,0.6028000116348267,2780.3334860801697
3,4,2,354,332,303,314,322,272,5,6,6,5,3,6,relu,softmax,0.14667709731550238,0.3880037971758157,0.11133526654367389,0.3932897009651417,0.10139334492549663,0.3621005966953994,0.19219755429632487,0.008833363333526464,0.0009223602286289624,757,659,True,2,2,2,0.8222000002861023,2076.3913583755493
3,3,3,315,303,361,339,318,305,6,6,3,3,4,4,relu,softmax,0.3213859360758816,0.3301834903160945,0.37161195647872824,0.2228412225666332,0.3859218305866411,0.3596288215248059,0.18895047130718173,0.007484961657992192,0.0012894634585996975,1338,621,True,2,2,2,0.7139999866485596,3168.318455219269
4,4,3,288,262,395,306,354,343,4,6,6,4,6,6,relu,softmax,0.10506800652145554,0.24391004876006375,0.3576736978286924,0.36875040300704864,0.38686785912284616,0.36386897128383444,0.27401306658942953,0.006976553759217251,0.001329942380403083,1068,890,True,2,2,2,0.784500002861023,3046.079202413559
3,4,3,361,311,362,324,316,353,4,4,6,4,3,5,relu,softmax,0.3676336047073244,0.10923493067129204,0.32451890686292295,0.32763824281129394,0.38593332558457916,0.11624032252069623,0.2790570582353473,0.008157726656713982,0.002284728673320283,948,1232,True,2,2,2,0.572700023651123,4193.629630327225
2,2,2,274,263,352,320,292,314,5,4,3,4,3,6,relu,softmax,0.14313555190485766,0.3709039117504278,0.12507466660010672,0.34678747830356804,0.14558875776346455,0.11143948422744182,0.31584683507782263,0.004237738044405817,0.0017537427388401594,817,1063,True,2,2,2,0.7312999963760376,1502.9429676532745
3,2,4,347,350,296,303,352,381,3,3,4,6,5,4,relu,softmax,0.13144679228222966,0.3574874006659319,0.19292937495555612,0.3913892380919777,0.13535803260393106,0.387475351669751,0.1273035420647551,0.0067431919584778855,0.0021771442583267383,1281,1365,True,2,2,2,0.8130999803543091,1602.5757939815521
3,4,4,395,356,327,357,386,389,5,6,3,3,4,3,relu,softmax,0.21170134551561434,0.19548296383584413,0.2863400220544995,0.1492790991161872,0.353794387733804,0.34372074520939466,0.24294496235658117,0.007085382650031131,0.0021096180070288672,1383,1155,True,2,2,2,0.7075999975204468,2016.3388872146606
2,4,2,268,321,359,391,304,376,4,3,6,3,5,6,relu,softmax,0.11066556326471653,0.39921433804414397,0.3617910063073594,0.18920312426201372,0.17722336905901165,0.21443232463168269,0.20685008959433293,0.007204761099240877,0.002450508742141904,739,663,True,2,2,2,0.7700999975204468,3683.2622590065002
2,4,3,294,303,294,341,255,276,5,3,3,3,5,3,relu,softmax,0.2503061716046876,0.28130844248836145,0.19083207770700775,0.16010809120103509,0.26277106102242037,0.23206569189130064,0.21703396403017997,0.0043221881277634615,0.0022129030015354658,1094,1083,True,2,2,2,0.6453999876976013,1499.064970254898
3,4,4,332,381,337,376,316,362,3,3,3,3,5,6,relu,softmax,0.30177015852838696,0.3071519896033408,0.11377601682737892,0.20162334827310166,0.22352936506791324,0.12906764834925044,0.17077026000948653,0.007669150597107279,0.0022606582170508647,878,1010,True,2,2,2,0.5935999751091003,1302.8114194869995
2,3,2,335,328,267,266,336,329,3,6,3,6,5,5,relu,softmax,0.365777101125041,0.35428341226469484,0.16320411919826888,0.28728712023498093,0.12180469467694446,0.35101321617503856,0.15236376505104898,0.0072552555848897325,0.0013348838082234747,624,786,True,2,2,2,0.5108000040054321,1548.170746088028
4,2,2,369,284,348,254,251,355,5,6,3,5,3,6,relu,softmax,0.20900013457487931,0.28887021855063155,0.30215138835009314,0.16320637510909045,0.3510816534429869,0.18698112809871337,0.156005177774295,0.005556881684526619,0.002469271827216047,660,980,True,2,2,2,0.7141000032424927,1541.614658355713
3,2,2,359,302,265,323,378,337,3,4,6,5,5,5,relu,softmax,0.3783907185361135,0.2286254225024063,0.360943709744177,0.23468663124347128,0.39377448361059564,0.3879503144196631,0.19874101166682412,0.008964293875923148,0.0013000122144033702,1465,1064,True,2,2,2,0.49399998784065247,1866.8137109279633
3,4,3,323,319,357,270,333,367,4,3,5,3,6,6,relu,softmax,0.14778491120483755,0.23061681883840404,0.22056961238679001,0.2727157915993613,0.2750158696983244,0.32499609531399265,0.2529669844616831,0.005472153889747272,0.0024496064525482922,1278,1393,True,2,2,2,0.7059000134468079,3646.9238731861115
3,3,2,304,297,280,332,350,250,3,6,4,3,6,3,relu,softmax,0.2673114285720014,0.18708924491321033,0.34841649189078194,0.30159636142069784,0.39121844919573834,0.1764377067193913,0.24573523430656974,0.007841379738997612,0.0013451060399925995,888,728,True,2,2,2,0.7074999809265137,1561.5283961296082
2,4,4,375,386,350,279,379,271,5,3,6,4,4,6,relu,softmax,0.3558189895835643,0.174143521009088,0.10526963671119009,0.28576237750894695,0.23737282208941465,0.2701493638887612,0.369801822705521,0.0067674496525021695,0.0007920307920303068,1297,834,True,2,2,2,0.6938999891281128,3216.11341714859
3,2,2,393,306,340,352,288,279,3,4,3,4,4,3,relu,softmax,0.16931084138411784,0.11397398262596248,0.31153394399169854,0.3550896209715376,0.23022132454479416,0.3785566225127289,0.2770897215266799,0.007170184867068043,0.002329349933964013,1373,532,True,2,2,2,0.7681999802589417,1764.655636548996
2,4,3,369,308,339,370,323,346,5,5,5,4,6,5,relu,softmax,0.12124441041572936,0.22006572866164337,0.2730766415798931,0.35647508756793134,0.39227275765652103,0.23184775377095912,0.11813407689558107,0.005087301718019474,0.002599645008498964,1455,507,True,2,2,2,0.7626000046730042,2445.499866247177
